
"数据来源：巨量算数，引用请注明出处"
"时间范围：2020/12/01-2024/05/08"
"数据类型：关键词搜索指数"
"端：抖音、头条"
"地域：全国"
"关键词：疯狂星期四"

"日期","端","关键词搜索指数"
"2020/12/01","抖音","0"
"2020/12/02","抖音","0"
"2020/12/03","抖音","0"
"2020/12/04","抖音","0"
"2020/12/05","抖音","0"
"2020/12/06","抖音","0"
"2020/12/07","抖音","0"
"2020/12/08","抖音","0"
"2020/12/09","抖音","0"
"2020/12/10","抖音","0"
"2020/12/11","抖音","0"
"2020/12/12","抖音","0"
"2020/12/13","抖音","0"
"2020/12/14","抖音","0"
"2020/12/15","抖音","0"
"2020/12/16","抖音","0"
"2020/12/17","抖音","0"
"2020/12/18","抖音","0"
"2020/12/19","抖音","0"
"2020/12/20","抖音","0"
"2020/12/21","抖音","0"
"2020/12/22","抖音","0"
"2020/12/23","抖音","0"
"2020/12/24","抖音","0"
"2020/12/25","抖音","0"
"2020/12/26","抖音","0"
"2020/12/27","抖音","0"
"2020/12/28","抖音","0"
"2020/12/29","抖音","0"
"2020/12/30","抖音","0"
"2020/12/31","抖音","0"
"2021/01/01","抖音","12"
"2021/01/02","抖音","13"
"2021/01/03","抖音","10"
"2021/01/04","抖音","7"
"2021/01/05","抖音","13"
"2021/01/06","抖音","37"
"2021/01/07","抖音","113"
"2021/01/08","抖音","8"
"2021/01/09","抖音","11"
"2021/01/10","抖音","26"
"2021/01/11","抖音","7"
"2021/01/12","抖音","22"
"2021/01/13","抖音","52"
"2021/01/14","抖音","111"
"2021/01/15","抖音","17"
"2021/01/16","抖音","13"
"2021/01/17","抖音","5"
"2021/01/18","抖音","15"
"2021/01/19","抖音","33"
"2021/01/20","抖音","35"
"2021/01/21","抖音","73"
"2021/01/22","抖音","22"
"2021/01/23","抖音","11"
"2021/01/24","抖音","18"
"2021/01/25","抖音","17"
"2021/01/26","抖音","27"
"2021/01/27","抖音","85"
"2021/01/28","抖音","137"
"2021/01/29","抖音","20"
"2021/01/30","抖音","8"
"2021/01/31","抖音","14"
"2021/02/01","抖音","15"
"2021/02/02","抖音","45"
"2021/02/03","抖音","77"
"2021/02/04","抖音","217"
"2021/02/05","抖音","22"
"2021/02/06","抖音","6"
"2021/02/07","抖音","9"
"2021/02/08","抖音","14"
"2021/02/09","抖音","23"
"2021/02/10","抖音","39"
"2021/02/11","抖音","70"
"2021/02/12","抖音","18"
"2021/02/13","抖音","9"
"2021/02/14","抖音","6"
"2021/02/15","抖音","13"
"2021/02/16","抖音","16"
"2021/02/17","抖音","63"
"2021/02/18","抖音","231"
"2021/02/19","抖音","21"
"2021/02/20","抖音","7"
"2021/02/21","抖音","7"
"2021/02/22","抖音","7"
"2021/02/23","抖音","11"
"2021/02/24","抖音","81"
"2021/02/25","抖音","496"
"2021/02/26","抖音","37"
"2021/02/27","抖音","22"
"2021/02/28","抖音","46"
"2021/03/01","抖音","67"
"2021/03/02","抖音","60"
"2021/03/03","抖音","108"
"2021/03/04","抖音","212"
"2021/03/05","抖音","25"
"2021/03/06","抖音","18"
"2021/03/07","抖音","16"
"2021/03/08","抖音","20"
"2021/03/09","抖音","27"
"2021/03/10","抖音","64"
"2021/03/11","抖音","304"
"2021/03/12","抖音","18"
"2021/03/13","抖音","17"
"2021/03/14","抖音","17"
"2021/03/15","抖音","27"
"2021/03/16","抖音","27"
"2021/03/17","抖音","77"
"2021/03/18","抖音","307"
"2021/03/19","抖音","28"
"2021/03/20","抖音","19"
"2021/03/21","抖音","13"
"2021/03/22","抖音","40"
"2021/03/23","抖音","27"
"2021/03/24","抖音","79"
"2021/03/25","抖音","213"
"2021/03/26","抖音","20"
"2021/03/27","抖音","16"
"2021/03/28","抖音","17"
"2021/03/29","抖音","20"
"2021/03/30","抖音","13"
"2021/03/31","抖音","66"
"2021/04/01","抖音","343"
"2021/04/02","抖音","35"
"2021/04/03","抖音","6"
"2021/04/04","抖音","15"
"2021/04/05","抖音","36"
"2021/04/06","抖音","48"
"2021/04/07","抖音","51"
"2021/04/08","抖音","167"
"2021/04/09","抖音","20"
"2021/04/10","抖音","14"
"2021/04/11","抖音","10"
"2021/04/12","抖音","30"
"2021/04/13","抖音","30"
"2021/04/14","抖音","74"
"2021/04/15","抖音","155"
"2021/04/16","抖音","14"
"2021/04/17","抖音","21"
"2021/04/18","抖音","21"
"2021/04/19","抖音","24"
"2021/04/20","抖音","26"
"2021/04/21","抖音","58"
"2021/04/22","抖音","153"
"2021/04/23","抖音","12"
"2021/04/24","抖音","5"
"2021/04/25","抖音","8"
"2021/04/26","抖音","13"
"2021/04/27","抖音","12"
"2021/04/28","抖音","59"
"2021/04/29","抖音","208"
"2021/04/30","抖音","21"
"2021/05/01","抖音","19"
"2021/05/02","抖音","24"
"2021/05/03","抖音","13"
"2021/05/04","抖音","11"
"2021/05/05","抖音","97"
"2021/05/06","抖音","368"
"2021/05/07","抖音","43"
"2021/05/08","抖音","23"
"2021/05/09","抖音","25"
"2021/05/10","抖音","38"
"2021/05/11","抖音","28"
"2021/05/12","抖音","136"
"2021/05/13","抖音","1251"
"2021/05/14","抖音","71"
"2021/05/15","抖音","39"
"2021/05/16","抖音","31"
"2021/05/17","抖音","45"
"2021/05/18","抖音","56"
"2021/05/19","抖音","538"
"2021/05/20","抖音","5325"
"2021/05/21","抖音","106"
"2021/05/22","抖音","42"
"2021/05/23","抖音","27"
"2021/05/24","抖音","40"
"2021/05/25","抖音","63"
"2021/05/26","抖音","165"
"2021/05/27","抖音","591"
"2021/05/28","抖音","26"
"2021/05/29","抖音","33"
"2021/05/30","抖音","37"
"2021/05/31","抖音","34"
"2021/06/01","抖音","42"
"2021/06/02","抖音","151"
"2021/06/03","抖音","678"
"2021/06/04","抖音","50"
"2021/06/05","抖音","12"
"2021/06/06","抖音","17"
"2021/06/07","抖音","25"
"2021/06/08","抖音","35"
"2021/06/09","抖音","101"
"2021/06/10","抖音","426"
"2021/06/11","抖音","34"
"2021/06/12","抖音","29"
"2021/06/13","抖音","14"
"2021/06/14","抖音","22"
"2021/06/15","抖音","17"
"2021/06/16","抖音","98"
"2021/06/17","抖音","275"
"2021/06/18","抖音","26"
"2021/06/19","抖音","17"
"2021/06/20","抖音","22"
"2021/06/21","抖音","18"
"2021/06/22","抖音","28"
"2021/06/23","抖音","88"
"2021/06/24","抖音","284"
"2021/06/25","抖音","24"
"2021/06/26","抖音","10"
"2021/06/27","抖音","22"
"2021/06/28","抖音","25"
"2021/06/29","抖音","32"
"2021/06/30","抖音","114"
"2021/07/01","抖音","741"
"2021/07/02","抖音","55"
"2021/07/03","抖音","45"
"2021/07/04","抖音","37"
"2021/07/05","抖音","39"
"2021/07/06","抖音","46"
"2021/07/07","抖音","131"
"2021/07/08","抖音","556"
"2021/07/09","抖音","43"
"2021/07/10","抖音","34"
"2021/07/11","抖音","25"
"2021/07/12","抖音","47"
"2021/07/13","抖音","69"
"2021/07/14","抖音","250"
"2021/07/15","抖音","1390"
"2021/07/16","抖音","84"
"2021/07/17","抖音","38"
"2021/07/18","抖音","48"
"2021/07/19","抖音","46"
"2021/07/20","抖音","67"
"2021/07/21","抖音","209"
"2021/07/22","抖音","1430"
"2021/07/23","抖音","80"
"2021/07/24","抖音","28"
"2021/07/25","抖音","39"
"2021/07/26","抖音","54"
"2021/07/27","抖音","99"
"2021/07/28","抖音","279"
"2021/07/29","抖音","1389"
"2021/07/30","抖音","86"
"2021/07/31","抖音","38"
"2021/08/01","抖音","51"
"2021/08/02","抖音","77"
"2021/08/03","抖音","72"
"2021/08/04","抖音","427"
"2021/08/05","抖音","2817"
"2021/08/06","抖音","163"
"2021/08/07","抖音","60"
"2021/08/08","抖音","57"
"2021/08/09","抖音","62"
"2021/08/10","抖音","80"
"2021/08/11","抖音","358"
"2021/08/12","抖音","1875"
"2021/08/13","抖音","149"
"2021/08/14","抖音","40"
"2021/08/15","抖音","43"
"2021/08/16","抖音","80"
"2021/08/17","抖音","87"
"2021/08/18","抖音","383"
"2021/08/19","抖音","1618"
"2021/08/20","抖音","61"
"2021/08/21","抖音","34"
"2021/08/22","抖音","45"
"2021/08/23","抖音","67"
"2021/08/24","抖音","69"
"2021/08/25","抖音","285"
"2021/08/26","抖音","1113"
"2021/08/27","抖音","112"
"2021/08/28","抖音","20"
"2021/08/29","抖音","23"
"2021/08/30","抖音","27"
"2021/08/31","抖音","85"
"2021/09/01","抖音","147"
"2021/09/02","抖音","481"
"2021/09/03","抖音","42"
"2021/09/04","抖音","21"
"2021/09/05","抖音","26"
"2021/09/06","抖音","37"
"2021/09/07","抖音","40"
"2021/09/08","抖音","134"
"2021/09/09","抖音","625"
"2021/09/10","抖音","45"
"2021/09/11","抖音","19"
"2021/09/12","抖音","17"
"2021/09/13","抖音","17"
"2021/09/14","抖音","102"
"2021/09/15","抖音","199"
"2021/09/16","抖音","709"
"2021/09/17","抖音","106"
"2021/09/18","抖音","21"
"2021/09/19","抖音","34"
"2021/09/20","抖音","24"
"2021/09/21","抖音","27"
"2021/09/22","抖音","118"
"2021/09/23","抖音","1060"
"2021/09/24","抖音","143"
"2021/09/25","抖音","63"
"2021/09/26","抖音","63"
"2021/09/27","抖音","88"
"2021/09/28","抖音","223"
"2021/09/29","抖音","436"
"2021/09/30","抖音","1845"
"2021/10/01","抖音","488"
"2021/10/02","抖音","117"
"2021/10/03","抖音","74"
"2021/10/04","抖音","73"
"2021/10/05","抖音","72"
"2021/10/06","抖音","317"
"2021/10/07","抖音","1998"
"2021/10/08","抖音","121"
"2021/10/09","抖音","47"
"2021/10/10","抖音","43"
"2021/10/11","抖音","55"
"2021/10/12","抖音","55"
"2021/10/13","抖音","219"
"2021/10/14","抖音","1038"
"2021/10/15","抖音","101"
"2021/10/16","抖音","45"
"2021/10/17","抖音","49"
"2021/10/18","抖音","36"
"2021/10/19","抖音","61"
"2021/10/20","抖音","177"
"2021/10/21","抖音","877"
"2021/10/22","抖音","68"
"2021/10/23","抖音","32"
"2021/10/24","抖音","51"
"2021/10/25","抖音","40"
"2021/10/26","抖音","37"
"2021/10/27","抖音","150"
"2021/10/28","抖音","664"
"2021/10/29","抖音","58"
"2021/10/30","抖音","26"
"2021/10/31","抖音","22"
"2021/11/01","抖音","29"
"2021/11/02","抖音","34"
"2021/11/03","抖音","254"
"2021/11/04","抖音","1817"
"2021/11/05","抖音","100"
"2021/11/06","抖音","48"
"2021/11/07","抖音","37"
"2021/11/08","抖音","37"
"2021/11/09","抖音","53"
"2021/11/10","抖音","207"
"2021/11/11","抖音","965"
"2021/11/12","抖音","60"
"2021/11/13","抖音","28"
"2021/11/14","抖音","16"
"2021/11/15","抖音","40"
"2021/11/16","抖音","63"
"2021/11/17","抖音","259"
"2021/11/18","抖音","6068"
"2021/11/19","抖音","1195"
"2021/11/20","抖音","261"
"2021/11/21","抖音","185"
"2021/11/22","抖音","126"
"2021/11/23","抖音","226"
"2021/11/24","抖音","641"
"2021/11/25","抖音","20052"
"2021/11/26","抖音","993"
"2021/11/27","抖音","313"
"2021/11/28","抖音","249"
"2021/11/29","抖音","243"
"2021/11/30","抖音","302"
"2021/12/01","抖音","1061"
"2021/12/02","抖音","19474"
"2021/12/03","抖音","1122"
"2021/12/04","抖音","381"
"2021/12/05","抖音","339"
"2021/12/06","抖音","299"
"2021/12/07","抖音","343"
"2021/12/08","抖音","1099"
"2021/12/09","抖音","14671"
"2021/12/10","抖音","1005"
"2021/12/11","抖音","393"
"2021/12/12","抖音","362"
"2021/12/13","抖音","284"
"2021/12/14","抖音","378"
"2021/12/15","抖音","1181"
"2021/12/16","抖音","16185"
"2021/12/17","抖音","1984"
"2021/12/18","抖音","362"
"2021/12/19","抖音","1020"
"2021/12/20","抖音","305"
"2021/12/21","抖音","307"
"2021/12/22","抖音","844"
"2021/12/23","抖音","76574"
"2021/12/24","抖音","59601"
"2021/12/25","抖音","18632"
"2021/12/26","抖音","7354"
"2021/12/27","抖音","816"
"2021/12/28","抖音","520"
"2021/12/29","抖音","1336"
"2021/12/30","抖音","13529"
"2021/12/31","抖音","690"
"2022/01/01","抖音","388"
"2022/01/02","抖音","362"
"2022/01/03","抖音","488"
"2022/01/04","抖音","2976"
"2022/01/05","抖音","4266"
"2022/01/06","抖音","32940"
"2022/01/07","抖音","32042"
"2022/01/08","抖音","10226"
"2022/01/09","抖音","3298"
"2022/01/10","抖音","2805"
"2022/01/11","抖音","23542"
"2022/01/12","抖音","12885"
"2022/01/13","抖音","44306"
"2022/01/14","抖音","10261"
"2022/01/15","抖音","6526"
"2022/01/16","抖音","4803"
"2022/01/17","抖音","5092"
"2022/01/18","抖音","2664"
"2022/01/19","抖音","4321"
"2022/01/20","抖音","11599"
"2022/01/21","抖音","2971"
"2022/01/22","抖音","1128"
"2022/01/23","抖音","2086"
"2022/01/24","抖音","1966"
"2022/01/25","抖音","2121"
"2022/01/26","抖音","3154"
"2022/01/27","抖音","8894"
"2022/01/28","抖音","2780"
"2022/01/29","抖音","1046"
"2022/01/30","抖音","819"
"2022/01/31","抖音","658"
"2022/02/01","抖音","797"
"2022/02/02","抖音","5504"
"2022/02/03","抖音","13611"
"2022/02/04","抖音","2629"
"2022/02/05","抖音","929"
"2022/02/06","抖音","1041"
"2022/02/07","抖音","1117"
"2022/02/08","抖音","2623"
"2022/02/09","抖音","3403"
"2022/02/10","抖音","7089"
"2022/02/11","抖音","945"
"2022/02/12","抖音","667"
"2022/02/13","抖音","491"
"2022/02/14","抖音","399"
"2022/02/15","抖音","548"
"2022/02/16","抖音","1327"
"2022/02/17","抖音","5905"
"2022/02/18","抖音","1035"
"2022/02/19","抖音","293866"
"2022/02/20","抖音","19672"
"2022/02/21","抖音","1190"
"2022/02/22","抖音","38662"
"2022/02/23","抖音","1561"
"2022/02/24","抖音","20590"
"2022/02/25","抖音","3499"
"2022/02/26","抖音","1666"
"2022/02/27","抖音","801"
"2022/02/28","抖音","622"
"2022/03/01","抖音","647"
"2022/03/02","抖音","1387"
"2022/03/03","抖音","17471"
"2022/03/04","抖音","1756"
"2022/03/05","抖音","856"
"2022/03/06","抖音","4898"
"2022/03/07","抖音","17551"
"2022/03/08","抖音","2454"
"2022/03/09","抖音","1980"
"2022/03/10","抖音","21769"
"2022/03/11","抖音","2281"
"2022/03/12","抖音","1117"
"2022/03/13","抖音","1234"
"2022/03/14","抖音","1165"
"2022/03/15","抖音","1160"
"2022/03/16","抖音","2019"
"2022/03/17","抖音","13947"
"2022/03/18","抖音","14458"
"2022/03/19","抖音","7423"
"2022/03/20","抖音","2706"
"2022/03/21","抖音","3797"
"2022/03/22","抖音","2935"
"2022/03/23","抖音","3008"
"2022/03/24","抖音","11427"
"2022/03/25","抖音","21214"
"2022/03/26","抖音","14332"
"2022/03/27","抖音","12697"
"2022/03/28","抖音","14816"
"2022/03/29","抖音","9282"
"2022/03/30","抖音","8725"
"2022/03/31","抖音","17577"
"2022/04/01","抖音","5255"
"2022/04/02","抖音","3366"
"2022/04/03","抖音","6029"
"2022/04/04","抖音","5296"
"2022/04/05","抖音","4874"
"2022/04/06","抖音","4245"
"2022/04/07","抖音","21683"
"2022/04/08","抖音","2908"
"2022/04/09","抖音","2394"
"2022/04/10","抖音","3212"
"2022/04/11","抖音","1376"
"2022/04/12","抖音","3191"
"2022/04/13","抖音","3393"
"2022/04/14","抖音","14903"
"2022/04/15","抖音","1859"
"2022/04/16","抖音","1299"
"2022/04/17","抖音","944"
"2022/04/18","抖音","2084"
"2022/04/19","抖音","1376"
"2022/04/20","抖音","3195"
"2022/04/21","抖音","50743"
"2022/04/22","抖音","73582"
"2022/04/23","抖音","19351"
"2022/04/24","抖音","4850"
"2022/04/25","抖音","3173"
"2022/04/26","抖音","7966"
"2022/04/27","抖音","13238"
"2022/04/28","抖音","38607"
"2022/04/29","抖音","5917"
"2022/04/30","抖音","3521"
"2022/05/01","抖音","5357"
"2022/05/02","抖音","3494"
"2022/05/03","抖音","3135"
"2022/05/04","抖音","3871"
"2022/05/05","抖音","19499"
"2022/05/06","抖音","3594"
"2022/05/07","抖音","1529"
"2022/05/08","抖音","23495"
"2022/05/09","抖音","9903"
"2022/05/10","抖音","3821"
"2022/05/11","抖音","4154"
"2022/05/12","抖音","22897"
"2022/05/13","抖音","3430"
"2022/05/14","抖音","2118"
"2022/05/15","抖音","1518"
"2022/05/16","抖音","3510"
"2022/05/17","抖音","2024"
"2022/05/18","抖音","3837"
"2022/05/19","抖音","21319"
"2022/05/20","抖音","3199"
"2022/05/21","抖音","2187"
"2022/05/22","抖音","1643"
"2022/05/23","抖音","2027"
"2022/05/24","抖音","1713"
"2022/05/25","抖音","3670"
"2022/05/26","抖音","23594"
"2022/05/27","抖音","3612"
"2022/05/28","抖音","3229"
"2022/05/29","抖音","6681"
"2022/05/30","抖音","5062"
"2022/05/31","抖音","2668"
"2022/06/01","抖音","4117"
"2022/06/02","抖音","17365"
"2022/06/03","抖音","3635"
"2022/06/04","抖音","2258"
"2022/06/05","抖音","2013"
"2022/06/06","抖音","2349"
"2022/06/07","抖音","1658"
"2022/06/08","抖音","4006"
"2022/06/09","抖音","21227"
"2022/06/10","抖音","2677"
"2022/06/11","抖音","2075"
"2022/06/12","抖音","1364"
"2022/06/13","抖音","1311"
"2022/06/14","抖音","1504"
"2022/06/15","抖音","15198"
"2022/06/16","抖音","46566"
"2022/06/17","抖音","22657"
"2022/06/18","抖音","4553"
"2022/06/19","抖音","3475"
"2022/06/20","抖音","1494"
"2022/06/21","抖音","1562"
"2022/06/22","抖音","4376"
"2022/06/23","抖音","48964"
"2022/06/24","抖音","7401"
"2022/06/25","抖音","3378"
"2022/06/26","抖音","6391"
"2022/06/27","抖音","9577"
"2022/06/28","抖音","12024"
"2022/06/29","抖音","27976"
"2022/06/30","抖音","76197"
"2022/07/01","抖音","10231"
"2022/07/02","抖音","7182"
"2022/07/03","抖音","3586"
"2022/07/04","抖音","4219"
"2022/07/05","抖音","6669"
"2022/07/06","抖音","8595"
"2022/07/07","抖音","102476"
"2022/07/08","抖音","33641"
"2022/07/09","抖音","8848"
"2022/07/10","抖音","9977"
"2022/07/11","抖音","7908"
"2022/07/12","抖音","11591"
"2022/07/13","抖音","13201"
"2022/07/14","抖音","121024"
"2022/07/15","抖音","298363"
"2022/07/16","抖音","108243"
"2022/07/17","抖音","13561"
"2022/07/18","抖音","15563"
"2022/07/19","抖音","13340"
"2022/07/20","抖音","14917"
"2022/07/21","抖音","205973"
"2022/07/22","抖音","56152"
"2022/07/23","抖音","26440"
"2022/07/24","抖音","16155"
"2022/07/25","抖音","10885"
"2022/07/26","抖音","11182"
"2022/07/27","抖音","23531"
"2022/07/28","抖音","291124"
"2022/07/29","抖音","56524"
"2022/07/30","抖音","30658"
"2022/07/31","抖音","16920"
"2022/08/01","抖音","16343"
"2022/08/02","抖音","31968"
"2022/08/03","抖音","277033"
"2022/08/04","抖音","1197141"
"2022/08/05","抖音","146479"
"2022/08/06","抖音","39261"
"2022/08/07","抖音","19566"
"2022/08/08","抖音","19009"
"2022/08/09","抖音","20942"
"2022/08/10","抖音","76016"
"2022/08/11","抖音","265991"
"2022/08/12","抖音","59943"
"2022/08/13","抖音","34291"
"2022/08/14","抖音","27359"
"2022/08/15","抖音","19908"
"2022/08/16","抖音","22318"
"2022/08/17","抖音","33425"
"2022/08/18","抖音","339385"
"2022/08/19","抖音","72002"
"2022/08/20","抖音","51997"
"2022/08/21","抖音","45792"
"2022/08/22","抖音","38775"
"2022/08/23","抖音","30675"
"2022/08/24","抖音","55440"
"2022/08/25","抖音","398102"
"2022/08/26","抖音","81353"
"2022/08/27","抖音","40344"
"2022/08/28","抖音","25245"
"2022/08/29","抖音","26081"
"2022/08/30","抖音","52257"
"2022/08/31","抖音","64230"
"2022/09/01","抖音","394135"
"2022/09/02","抖音","50656"
"2022/09/03","抖音","29405"
"2022/09/04","抖音","67342"
"2022/09/05","抖音","30265"
"2022/09/06","抖音","21190"
"2022/09/07","抖音","34900"
"2022/09/08","抖音","238376"
"2022/09/09","抖音","55398"
"2022/09/10","抖音","38396"
"2022/09/11","抖音","20898"
"2022/09/12","抖音","26068"
"2022/09/13","抖音","15155"
"2022/09/14","抖音","38517"
"2022/09/15","抖音","318271"
"2022/09/16","抖音","40014"
"2022/09/17","抖音","19587"
"2022/09/18","抖音","16933"
"2022/09/19","抖音","10535"
"2022/09/20","抖音","9289"
"2022/09/21","抖音","18311"
"2022/09/22","抖音","212106"
"2022/09/23","抖音","20069"
"2022/09/24","抖音","12865"
"2022/09/25","抖音","12836"
"2022/09/26","抖音","7925"
"2022/09/27","抖音","9107"
"2022/09/28","抖音","34469"
"2022/09/29","抖音","209498"
"2022/09/30","抖音","35307"
"2022/10/01","抖音","49094"
"2022/10/02","抖音","30470"
"2022/10/03","抖音","17403"
"2022/10/04","抖音","22208"
"2022/10/05","抖音","32016"
"2022/10/06","抖音","178246"
"2022/10/07","抖音","14250"
"2022/10/08","抖音","13583"
"2022/10/09","抖音","13751"
"2022/10/10","抖音","9372"
"2022/10/11","抖音","10373"
"2022/10/12","抖音","19525"
"2022/10/13","抖音","152839"
"2022/10/14","抖音","21611"
"2022/10/15","抖音","14046"
"2022/10/16","抖音","9994"
"2022/10/17","抖音","7791"
"2022/10/18","抖音","10893"
"2022/10/19","抖音","16737"
"2022/10/20","抖音","155742"
"2022/10/21","抖音","18849"
"2022/10/22","抖音","10332"
"2022/10/23","抖音","32371"
"2022/10/24","抖音","7272"
"2022/10/25","抖音","6883"
"2022/10/26","抖音","14687"
"2022/10/27","抖音","123696"
"2022/10/28","抖音","20036"
"2022/10/29","抖音","21707"
"2022/10/30","抖音","13841"
"2022/10/31","抖音","10099"
"2022/11/01","抖音","10247"
"2022/11/02","抖音","18679"
"2022/11/03","抖音","98139"
"2022/11/04","抖音","16902"
"2022/11/05","抖音","11308"
"2022/11/06","抖音","25812"
"2022/11/07","抖音","10595"
"2022/11/08","抖音","19011"
"2022/11/09","抖音","19098"
"2022/11/10","抖音","99769"
"2022/11/11","抖音","19837"
"2022/11/12","抖音","15418"
"2022/11/13","抖音","14318"
"2022/11/14","抖音","12365"
"2022/11/15","抖音","11048"
"2022/11/16","抖音","17805"
"2022/11/17","抖音","92859"
"2022/11/18","抖音","17775"
"2022/11/19","抖音","12212"
"2022/11/20","抖音","16263"
"2022/11/21","抖音","32455"
"2022/11/22","抖音","23208"
"2022/11/23","抖音","20509"
"2022/11/24","抖音","79763"
"2022/11/25","抖音","14018"
"2022/11/26","抖音","11542"
"2022/11/27","抖音","12571"
"2022/11/28","抖音","12903"
"2022/11/29","抖音","9868"
"2022/11/30","抖音","16294"
"2022/12/01","抖音","80668"
"2022/12/02","抖音","11741"
"2022/12/03","抖音","10577"
"2022/12/04","抖音","9097"
"2022/12/05","抖音","7966"
"2022/12/06","抖音","10061"
"2022/12/07","抖音","16721"
"2022/12/08","抖音","101283"
"2022/12/09","抖音","15429"
"2022/12/10","抖音","8744"
"2022/12/11","抖音","9291"
"2022/12/12","抖音","6875"
"2022/12/13","抖音","6732"
"2022/12/14","抖音","13411"
"2022/12/15","抖音","62865"
"2022/12/16","抖音","9727"
"2022/12/17","抖音","8403"
"2022/12/18","抖音","7595"
"2022/12/19","抖音","7067"
"2022/12/20","抖音","7722"
"2022/12/21","抖音","12510"
"2022/12/22","抖音","84778"
"2022/12/23","抖音","31212"
"2022/12/24","抖音","17234"
"2022/12/25","抖音","16079"
"2022/12/26","抖音","13108"
"2022/12/27","抖音","13260"
"2022/12/28","抖音","31634"
"2022/12/29","抖音","133484"
"2022/12/30","抖音","17011"
"2022/12/31","抖音","12199"
"2023/01/01","抖音","8607"
"2023/01/02","抖音","8504"
"2023/01/03","抖音","9378"
"2023/01/04","抖音","26879"
"2023/01/05","抖音","79816"
"2023/01/06","抖音","16278"
"2023/01/07","抖音","7089"
"2023/01/08","抖音","6777"
"2023/01/09","抖音","6747"
"2023/01/10","抖音","8453"
"2023/01/11","抖音","20209"
"2023/01/12","抖音","63137"
"2023/01/13","抖音","7477"
"2023/01/14","抖音","5199"
"2023/01/15","抖音","5139"
"2023/01/16","抖音","5184"
"2023/01/17","抖音","6166"
"2023/01/18","抖音","11190"
"2023/01/19","抖音","36106"
"2023/01/20","抖音","9748"
"2023/01/21","抖音","4417"
"2023/01/22","抖音","4951"
"2023/01/23","抖音","4574"
"2023/01/24","抖音","5657"
"2023/01/25","抖音","10798"
"2023/01/26","抖音","46609"
"2023/01/27","抖音","7834"
"2023/01/28","抖音","6500"
"2023/01/29","抖音","6698"
"2023/01/30","抖音","4660"
"2023/01/31","抖音","6028"
"2023/02/01","抖音","11944"
"2023/02/02","抖音","54100"
"2023/02/03","抖音","6929"
"2023/02/04","抖音","3931"
"2023/02/05","抖音","3311"
"2023/02/06","抖音","5464"
"2023/02/07","抖音","3787"
"2023/02/08","抖音","9280"
"2023/02/09","抖音","53486"
"2023/02/10","抖音","5879"
"2023/02/11","抖音","5016"
"2023/02/12","抖音","6035"
"2023/02/13","抖音","4015"
"2023/02/14","抖音","5853"
"2023/02/15","抖音","13056"
"2023/02/16","抖音","56039"
"2023/02/17","抖音","9593"
"2023/02/18","抖音","6821"
"2023/02/19","抖音","8540"
"2023/02/20","抖音","5971"
"2023/02/21","抖音","4301"
"2023/02/22","抖音","9350"
"2023/02/23","抖音","62057"
"2023/02/24","抖音","6497"
"2023/02/25","抖音","5742"
"2023/02/26","抖音","6165"
"2023/02/27","抖音","5386"
"2023/02/28","抖音","5291"
"2023/03/01","抖音","10368"
"2023/03/02","抖音","68986"
"2023/03/03","抖音","6749"
"2023/03/04","抖音","5172"
"2023/03/05","抖音","7064"
"2023/03/06","抖音","5108"
"2023/03/07","抖音","5891"
"2023/03/08","抖音","9934"
"2023/03/09","抖音","69618"
"2023/03/10","抖音","8058"
"2023/03/11","抖音","6770"
"2023/03/12","抖音","5998"
"2023/03/13","抖音","5462"
"2023/03/14","抖音","4551"
